YearTestDraft,Year,Country Name,Indicator Name,Value
11/13/2018,2018-11-13,UA,Deposits,2.00
11/13/2018,2018-11-13,DE,ARPPU,11.41
11/13/2018,2018-11-13,IT,ARPPU,63.88
11/13/2018,2018-11-13,HK,ARPPU,5.73
11/13/2018,2018-11-13,AR,ARPPU,9.55
11/13/2018,2018-11-13,KR,ARPPU,19.10
11/13/2018,2018-11-13,CH,ARPPU,61.48
11/13/2018,2018-11-13,SG,ARPPU,142.56
11/13/2018,2018-11-13,US,ARPPU,7.87
11/13/2018,2018-11-13,DK,ARPPU,5.66
11/13/2018,2018-11-13,RU,ARPPU,6.03
11/13/2018,2018-11-13,LT,ARPPU,17.72
11/13/2018,2018-11-13,UA,ARPPU,4.47
11/13/2018,2018-11-13,DE,Depositors,4.00
11/13/2018,2018-11-13,IT,Depositors,1.00
11/13/2018,2018-11-13,HK,Depositors,1.00
11/13/2018,2018-11-13,AR,Depositors,1.00
11/13/2018,2018-11-13,KR,Depositors,1.00
11/13/2018,2018-11-13,CH,Depositors,2.00
11/13/2018,2018-11-13,SG,Depositors,1.00
11/13/2018,2018-11-13,US,Depositors,1.00
11/13/2018,2018-11-13,DK,Depositors,1.00
11/13/2018,2018-11-13,RU,Depositors,10.00
11/13/2018,2018-11-13,LT,Depositors,2.00
11/13/2018,2018-11-13,UA,Depositors,1.00
11/14/2018,2018-11-14,BG,Revenue,4.09
11/14/2018,2018-11-14,HK,Revenue,66.40
11/14/2018,2018-11-14,AR,Revenue,9.50
11/14/2018,2018-11-14,HU,Revenue,2.75
11/14/2018,2018-11-14,CH,Revenue,35.26
11/14/2018,2018-11-14,DK,Revenue,7.08
11/14/2018,2018-11-14,SG,Revenue,190.08
11/14/2018,2018-11-14,US,Revenue,7.93
11/14/2018,2018-11-14,IT,Revenue,32.19
11/14/2018,2018-11-14,EE,Revenue,17.51
11/14/2018,2018-11-14,LT,Revenue,15.88
11/14/2018,2018-11-14,RU,Revenue,30.22
11/14/2018,2018-11-14,BG,Deposits,2.00
11/14/2018,2018-11-14,HK,Deposits,5.00
11/14/2018,2018-11-14,AR,Deposits,1.00
11/14/2018,2018-11-14,HU,Deposits,1.00
11/14/2018,2018-11-14,CH,Deposits,3.00
11/14/2018,2018-11-14,DK,Deposits,4.00
11/14/2018,2018-11-14,SG,Deposits,4.00
11/14/2018,2018-11-14,US,Deposits,1.00
11/14/2018,2018-11-14,IT,Deposits,1.00
11/14/2018,2018-11-14,EE,Deposits,6.00
11/14/2018,2018-11-14,LT,Deposits,3.00
11/14/2018,2018-11-14,RU,Deposits,14.00
11/14/2018,2018-11-14,BG,ARPPU,2.04
11/14/2018,2018-11-14,HK,ARPPU,22.13
11/14/2018,2018-11-14,AR,ARPPU,9.50
11/14/2018,2018-11-14,HU,ARPPU,2.75
11/14/2018,2018-11-14,CH,ARPPU,35.26
11/14/2018,2018-11-14,DK,ARPPU,7.08
11/14/2018,2018-11-14,SG,ARPPU,95.04
11/14/2018,2018-11-14,US,ARPPU,7.93
11/14/2018,2018-11-14,IT,ARPPU,32.19
11/14/2018,2018-11-14,EE,ARPPU,17.51
11/14/2018,2018-11-14,LT,ARPPU,5.29
11/14/2018,2018-11-14,RU,ARPPU,4.32
11/14/2018,2018-11-14,BG,Depositors,2.00
11/14/2018,2018-11-14,HK,Depositors,3.00
11/14/2018,2018-11-14,AR,Depositors,1.00
11/14/2018,2018-11-14,HU,Depositors,1.00
11/14/2018,2018-11-14,CH,Depositors,1.00
11/14/2018,2018-11-14,DK,Depositors,1.00
11/14/2018,2018-11-14,SG,Depositors,2.00
11/14/2018,2018-11-14,US,Depositors,1.00
11/14/2018,2018-11-14,IT,Depositors,1.00
11/14/2018,2018-11-14,EE,Depositors,1.00
11/14/2018,2018-11-14,LT,Depositors,3.00
11/14/2018,2018-11-14,RU,Depositors,7.00
11/15/2018,2018-11-15,US,Revenue,95.04
11/15/2018,2018-11-15,HK,Revenue,61.82
11/15/2018,2018-11-15,NG,Revenue,190.08
11/15/2018,2018-11-15,UA,Revenue,1.35
11/15/2018,2018-11-15,SG,Revenue,19.01
11/15/2018,2018-11-15,LT,Revenue,6.49
11/15/2018,2018-11-15,OM,Revenue,9.55
11/15/2018,2018-11-15,BG,Revenue,2.96
11/15/2018,2018-11-15,RU,Revenue,46.70
11/15/2018,2018-11-15,IL,Revenue,9.50
11/15/2018,2018-11-15,NZ,Revenue,72.91
11/15/2018,2018-11-15,CH,Revenue,64.35
11/15/2018,2018-11-15,US,Deposits,1.00
11/15/2018,2018-11-15,HK,Deposits,3.00
11/15/2018,2018-11-15,NG,Deposits,2.00
11/15/2018,2018-11-15,UA,Deposits,1.00
11/15/2018,2018-11-15,SG,Deposits,1.00
11/15/2018,2018-11-15,LT,Deposits,1.00
11/15/2018,2018-11-15,OM,Deposits,1.00
11/15/2018,2018-11-15,BG,Deposits,1.00
11/15/2018,2018-11-15,RU,Deposits,12.00
11/15/2018,2018-11-15,IL,Deposits,1.00
11/15/2018,2018-11-15,NZ,Deposits,2.00
11/15/2018,2018-11-15,CH,Deposits,4.00
11/15/2018,2018-11-15,US,ARPPU,95.04
11/15/2018,2018-11-15,HK,ARPPU,20.61
11/15/2018,2018-11-15,NG,ARPPU,190.08
11/15/2018,2018-11-15,UA,ARPPU,1.35
11/15/2018,2018-11-15,SG,ARPPU,19.01
11/15/2018,2018-11-15,LT,ARPPU,6.49
11/15/2018,2018-11-15,OM,ARPPU,9.55
11/15/2018,2018-11-15,BG,ARPPU,2.96
11/15/2018,2018-11-15,RU,ARPPU,15.57
11/15/2018,2018-11-15,IL,ARPPU,9.50
11/15/2018,2018-11-15,NZ,ARPPU,72.91
11/15/2018,2018-11-15,CH,ARPPU,21.45
11/15/2018,2018-11-15,US,Depositors,1.00
11/15/2018,2018-11-15,HK,Depositors,3.00
11/15/2018,2018-11-15,NG,Depositors,1.00
11/15/2018,2018-11-15,UA,Depositors,1.00
11/15/2018,2018-11-15,SG,Depositors,1.00
11/15/2018,2018-11-15,LT,Depositors,1.00
11/15/2018,2018-11-15,OM,Depositors,1.00
11/15/2018,2018-11-15,BG,Depositors,1.00
11/15/2018,2018-11-15,RU,Depositors,3.00
11/15/2018,2018-11-15,IL,Depositors,1.00
11/15/2018,2018-11-15,NZ,Depositors,1.00
11/15/2018,2018-11-15,CH,Depositors,3.00
11/16/2018,2018-11-16,HK,Revenue,114.10
11/16/2018,2018-11-16,AT,Revenue,13.12
11/16/2018,2018-11-16,RU,Revenue,54.24
11/16/2018,2018-11-16,US,Revenue,32.07
11/16/2018,2018-11-16,NL,Revenue,2.94
11/16/2018,2018-11-16,SE,Revenue,30.27
11/16/2018,2018-11-16,TR,Revenue,8.03
11/16/2018,2018-11-16,IN,Revenue,28.51
11/16/2018,2018-11-16,DE,Revenue,44.35
11/16/2018,2018-11-16,SG,Revenue,142.56
11/16/2018,2018-11-16,BY,Revenue,4.45
11/16/2018,2018-11-16,GB,Revenue,7.22
11/16/2018,2018-11-16,AR,Revenue,95.04
11/16/2018,2018-11-16,ES,Revenue,7.16
11/16/2018,2018-11-16,LT,Revenue,13.00
11/16/2018,2018-11-16,CH,Revenue,175.41
11/16/2018,2018-11-16,KZ,Revenue,26.23
11/16/2018,2018-11-16,HK,Deposits,4.00
11/16/2018,2018-11-16,AT,Deposits,2.00
11/16/2018,2018-11-16,RU,Deposits,13.00
11/16/2018,2018-11-16,US,Deposits,3.00
11/16/2018,2018-11-16,NL,Deposits,1.00
11/16/2018,2018-11-16,SE,Deposits,2.00
11/16/2018,2018-11-16,TR,Deposits,1.00
11/16/2018,2018-11-16,IN,Deposits,2.00
11/16/2018,2018-11-16,DE,Deposits,5.00
11/16/2018,2018-11-16,SG,Deposits,5.00
11/16/2018,2018-11-16,BY,Deposits,1.00
11/16/2018,2018-11-16,GB,Deposits,1.00
11/16/2018,2018-11-16,AR,Deposits,1.00
11/16/2018,2018-11-16,ES,Deposits,1.00
11/16/2018,2018-11-16,LT,Deposits,1.00
11/16/2018,2018-11-16,CH,Deposits,6.00
11/16/2018,2018-11-16,KZ,Deposits,3.00
11/16/2018,2018-11-16,HK,ARPPU,57.05
11/16/2018,2018-11-16,AT,ARPPU,13.12
11/16/2018,2018-11-16,RU,ARPPU,7.75
11/16/2018,2018-11-16,US,ARPPU,32.07
11/16/2018,2018-11-16,NL,ARPPU,2.94
11/16/2018,2018-11-16,SE,ARPPU,15.13
11/16/2018,2018-11-16,TR,ARPPU,8.03
11/16/2018,2018-11-16,IN,ARPPU,28.51
11/16/2018,2018-11-16,DE,ARPPU,22.18
11/16/2018,2018-11-16,SG,ARPPU,71.28
11/16/2018,2018-11-16,BY,ARPPU,4.45
11/16/2018,2018-11-16,GB,ARPPU,7.22
11/16/2018,2018-11-16,AR,ARPPU,95.04
11/16/2018,2018-11-16,ES,ARPPU,7.16
11/16/2018,2018-11-16,LT,ARPPU,13.00
11/16/2018,2018-11-16,CH,ARPPU,58.47
11/16/2018,2018-11-16,KZ,ARPPU,26.23
11/16/2018,2018-11-16,HK,Depositors,2.00
11/16/2018,2018-11-16,AT,Depositors,1.00
11/16/2018,2018-11-16,RU,Depositors,7.00
11/16/2018,2018-11-16,US,Depositors,1.00
11/16/2018,2018-11-16,NL,Depositors,1.00
11/16/2018,2018-11-16,SE,Depositors,2.00
11/16/2018,2018-11-16,TR,Depositors,1.00
11/16/2018,2018-11-16,IN,Depositors,1.00
11/16/2018,2018-11-16,DE,Depositors,2.00
11/16/2018,2018-11-16,SG,Depositors,2.00
11/16/2018,2018-11-16,BY,Depositors,1.00
11/16/2018,2018-11-16,GB,Depositors,1.00
11/16/2018,2018-11-16,AR,Depositors,1.00
11/16/2018,2018-11-16,ES,Depositors,1.00
11/16/2018,2018-11-16,LT,Depositors,1.00
11/16/2018,2018-11-16,CH,Depositors,3.00
11/16/2018,2018-11-16,KZ,Depositors,1.00
11/17/2018,2018-11-17,MX,Revenue,123.91
11/17/2018,2018-11-17,VN,Revenue,34.29
11/17/2018,2018-11-17,SG,Revenue,95.04
11/17/2018,2018-11-17,HK,Revenue,110.32
11/17/2018,2018-11-17,HR,Revenue,15.12
11/17/2018,2018-11-17,IT,Revenue,28.60
11/17/2018,2018-11-17,OM,Revenue,9.50
11/17/2018,2018-11-17,IN,Revenue,47.52
11/17/2018,2018-11-17,BG,Revenue,23.56
11/17/2018,2018-11-17,CH,Revenue,35.08
11/17/2018,2018-11-17,IL,Revenue,9.55
11/17/2018,2018-11-17,US,Revenue,260.11
11/17/2018,2018-11-17,NL,Revenue,2.93
11/17/2018,2018-11-17,RS,Revenue,9.55
11/17/2018,2018-11-17,AR,Revenue,190.08
11/17/2018,2018-11-17,DE,Revenue,40.67
11/17/2018,2018-11-17,RU,Revenue,96.04
11/17/2018,2018-11-17,MX,Deposits,2.00
11/17/2018,2018-11-17,VN,Deposits,3.00
11/17/2018,2018-11-17,SG,Deposits,2.00
11/17/2018,2018-11-17,HK,Deposits,4.00
11/17/2018,2018-11-17,HR,Deposits,2.00
11/17/2018,2018-11-17,IT,Deposits,4.00
11/17/2018,2018-11-17,OM,Deposits,1.00
11/17/2018,2018-11-17,IN,Deposits,1.00
11/17/2018,2018-11-17,BG,Deposits,2.00
11/17/2018,2018-11-17,CH,Deposits,2.00
11/17/2018,2018-11-17,IL,Deposits,1.00
11/17/2018,2018-11-17,US,Deposits,7.00
11/17/2018,2018-11-17,NL,Deposits,1.00
11/17/2018,2018-11-17,RS,Deposits,1.00
11/17/2018,2018-11-17,AR,Deposits,2.00
11/17/2018,2018-11-17,DE,Deposits,5.00
11/17/2018,2018-11-17,RU,Deposits,17.00
11/17/2018,2018-11-17,MX,ARPPU,123.91
11/17/2018,2018-11-17,VN,ARPPU,17.15
11/17/2018,2018-11-17,SG,ARPPU,47.52
11/17/2018,2018-11-17,HK,ARPPU,36.77
11/17/2018,2018-11-17,HR,ARPPU,7.56
11/17/2018,2018-11-17,IT,ARPPU,28.60
11/17/2018,2018-11-17,OM,ARPPU,9.50
11/17/2018,2018-11-17,IN,ARPPU,47.52
11/17/2018,2018-11-17,BG,ARPPU,23.56
11/17/2018,2018-11-17,CH,ARPPU,35.08
11/17/2018,2018-11-17,IL,ARPPU,9.55
11/17/2018,2018-11-17,US,ARPPU,86.70
11/17/2018,2018-11-17,NL,ARPPU,2.93
11/17/2018,2018-11-17,RS,ARPPU,9.55
11/17/2018,2018-11-17,AR,ARPPU,190.08
11/17/2018,2018-11-17,DE,ARPPU,20.34
11/17/2018,2018-11-17,RU,ARPPU,8.73
11/17/2018,2018-11-17,MX,Depositors,1.00
11/17/2018,2018-11-17,VN,Depositors,2.00
11/17/2018,2018-11-17,SG,Depositors,2.00
11/17/2018,2018-11-17,HK,Depositors,3.00
11/17/2018,2018-11-17,HR,Depositors,2.00
11/17/2018,2018-11-17,IT,Depositors,1.00
11/17/2018,2018-11-17,OM,Depositors,1.00
11/17/2018,2018-11-17,IN,Depositors,1.00
11/17/2018,2018-11-17,BG,Depositors,1.00
11/17/2018,2018-11-17,CH,Depositors,1.00
11/17/2018,2018-11-17,IL,Depositors,1.00
11/17/2018,2018-11-17,US,Depositors,3.00
11/17/2018,2018-11-17,NL,Depositors,1.00
11/17/2018,2018-11-17,RS,Depositors,1.00
11/17/2018,2018-11-17,AR,Depositors,1.00
11/17/2018,2018-11-17,DE,Depositors,2.00
11/17/2018,2018-11-17,RU,Depositors,11.00
11/18/2018,2018-11-18,US,Revenue,34.13
11/18/2018,2018-11-18,VN,Revenue,47.52
11/18/2018,2018-11-18,LV,Revenue,10.73
11/18/2018,2018-11-18,HK,Revenue,142.56
11/18/2018,2018-11-18,CH,Revenue,122.79
11/18/2018,2018-11-18,GB,Revenue,7.21
11/18/2018,2018-11-18,ES,Revenue,2.38
11/18/2018,2018-11-18,ID,Revenue,9.50
11/18/2018,2018-11-18,RS,Revenue,4.77
11/18/2018,2018-11-18,HR,Revenue,7.52
11/18/2018,2018-11-18,BY,Revenue,4.81
11/18/2018,2018-11-18,BG,Revenue,27.73
11/18/2018,2018-11-18,EE,Revenue,10.82
11/18/2018,2018-11-18,SE,Revenue,28.69
11/18/2018,2018-11-18,MY,Revenue,7.64
11/18/2018,2018-11-18,LT,Revenue,2.38
11/18/2018,2018-11-18,NL,Revenue,2.97
11/18/2018,2018-11-18,DE,Revenue,20.66
11/18/2018,2018-11-18,RU,Revenue,93.30
11/18/2018,2018-11-18,AR,Revenue,25.60
11/18/2018,2018-11-18,IN,Revenue,55.52
11/18/2018,2018-11-18,TR,Revenue,7.99
11/18/2018,2018-11-18,PE,Revenue,7.64
11/18/2018,2018-11-18,US,Deposits,9.00
11/18/2018,2018-11-18,VN,Deposits,1.00
11/18/2018,2018-11-18,LV,Deposits,4.00
11/18/2018,2018-11-18,HK,Deposits,3.00
11/18/2018,2018-11-18,CH,Deposits,4.00
11/18/2018,2018-11-18,GB,Deposits,3.00
11/18/2018,2018-11-18,ES,Deposits,1.00
11/18/2018,2018-11-18,ID,Deposits,1.00
11/18/2018,2018-11-18,RS,Deposits,1.00
11/18/2018,2018-11-18,HR,Deposits,1.00
11/18/2018,2018-11-18,BY,Deposits,1.00
11/18/2018,2018-11-18,BG,Deposits,8.00
11/18/2018,2018-11-18,EE,Deposits,4.00
11/18/2018,2018-11-18,SE,Deposits,1.00
11/18/2018,2018-11-18,MY,Deposits,1.00
11/18/2018,2018-11-18,LT,Deposits,1.00
11/18/2018,2018-11-18,NL,Deposits,2.00
11/18/2018,2018-11-18,DE,Deposits,7.00
11/18/2018,2018-11-18,RU,Deposits,39.00
11/18/2018,2018-11-18,AR,Deposits,3.00
11/18/2018,2018-11-18,IN,Deposits,2.00
11/18/2018,2018-11-18,TR,Deposits,1.00
11/18/2018,2018-11-18,PE,Deposits,1.00
11/18/2018,2018-11-18,US,ARPPU,8.53
11/18/2018,2018-11-18,VN,ARPPU,47.52
11/18/2018,2018-11-18,LV,ARPPU,5.36
11/18/2018,2018-11-18,HK,ARPPU,142.56
11/18/2018,2018-11-18,CH,ARPPU,61.39
11/18/2018,2018-11-18,GB,ARPPU,3.61
11/18/2018,2018-11-18,ES,ARPPU,2.38
11/18/2018,2018-11-18,ID,ARPPU,9.50
11/18/2018,2018-11-18,RS,ARPPU,4.77
11/18/2018,2018-11-18,HR,ARPPU,7.52
11/18/2018,2018-11-18,BY,ARPPU,4.81
11/18/2018,2018-11-18,BG,ARPPU,6.93
11/18/2018,2018-11-18,EE,ARPPU,10.82
11/18/2018,2018-11-18,SE,ARPPU,28.69
11/18/2018,2018-11-18,MY,ARPPU,7.64
11/18/2018,2018-11-18,LT,ARPPU,2.38
11/18/2018,2018-11-18,NL,ARPPU,2.97
11/18/2018,2018-11-18,DE,ARPPU,5.16
11/18/2018,2018-11-18,RU,ARPPU,6.22
11/18/2018,2018-11-18,AR,ARPPU,12.80
11/18/2018,2018-11-18,IN,ARPPU,27.76
11/18/2018,2018-11-18,TR,ARPPU,7.99
11/18/2018,2018-11-18,PE,ARPPU,7.64
11/18/2018,2018-11-18,US,Depositors,4.00
11/18/2018,2018-11-18,VN,Depositors,1.00
11/18/2018,2018-11-18,LV,Depositors,2.00
11/18/2018,2018-11-18,HK,Depositors,1.00
11/18/2018,2018-11-18,CH,Depositors,2.00
11/18/2018,2018-11-18,GB,Depositors,2.00
11/18/2018,2018-11-18,ES,Depositors,1.00
11/18/2018,2018-11-18,ID,Depositors,1.00
11/18/2018,2018-11-18,RS,Depositors,1.00
11/18/2018,2018-11-18,HR,Depositors,1.00
11/18/2018,2018-11-18,BY,Depositors,1.00
11/18/2018,2018-11-18,BG,Depositors,4.00
11/18/2018,2018-11-18,EE,Depositors,1.00
11/18/2018,2018-11-18,SE,Depositors,1.00
11/18/2018,2018-11-18,MY,Depositors,1.00
11/18/2018,2018-11-18,LT,Depositors,1.00
11/18/2018,2018-11-18,NL,Depositors,1.00
11/18/2018,2018-11-18,DE,Depositors,4.00
11/18/2018,2018-11-18,RU,Depositors,15.00
11/18/2018,2018-11-18,AR,Depositors,2.00
11/18/2018,2018-11-18,IN,Depositors,2.00
11/18/2018,2018-11-18,TR,Depositors,1.00
11/18/2018,2018-11-18,PE,Depositors,1.00
11/19/2018,2018-11-19,VN,Revenue,19.01
11/19/2018,2018-11-19,BY,Revenue,9.61
11/19/2018,2018-11-19,EE,Revenue,6.01
11/19/2018,2018-11-19,AU,Revenue,14.75
11/19/2018,2018-11-19,US,Revenue,3.63
11/19/2018,2018-11-19,RU,Revenue,43.07
11/19/2018,2018-11-19,UA,Revenue,3.63
11/19/2018,2018-11-19,OM,Revenue,323.18
11/19/2018,2018-11-19,SG,Revenue,152.06
11/19/2018,2018-11-19,MX,Revenue,123.91
11/19/2018,2018-11-19,IT,Revenue,32.48
11/19/2018,2018-11-19,CH,Revenue,105.34
11/19/2018,2018-11-19,VN,Deposits,2.00
11/19/2018,2018-11-19,BY,Deposits,2.00
11/19/2018,2018-11-19,EE,Deposits,2.00
11/19/2018,2018-11-19,AU,Deposits,1.00
11/19/2018,2018-11-19,US,Deposits,2.00
11/19/2018,2018-11-19,RU,Deposits,17.00
11/19/2018,2018-11-19,UA,Deposits,2.00
11/19/2018,2018-11-19,OM,Deposits,6.00
11/19/2018,2018-11-19,SG,Deposits,4.00
11/19/2018,2018-11-19,MX,Deposits,2.00
11/19/2018,2018-11-19,IT,Deposits,4.00
11/19/2018,2018-11-19,CH,Deposits,2.00
11/19/2018,2018-11-19,VN,ARPPU,9.50
11/19/2018,2018-11-19,BY,ARPPU,9.61
11/19/2018,2018-11-19,EE,ARPPU,6.01
11/19/2018,2018-11-19,AU,ARPPU,14.75
11/19/2018,2018-11-19,US,ARPPU,3.63
11/19/2018,2018-11-19,RU,ARPPU,6.15
11/19/2018,2018-11-19,UA,ARPPU,3.63
11/19/2018,2018-11-19,OM,ARPPU,161.59
11/19/2018,2018-11-19,SG,ARPPU,76.03
11/19/2018,2018-11-19,MX,ARPPU,123.91
11/19/2018,2018-11-19,IT,ARPPU,16.24
11/19/2018,2018-11-19,CH,ARPPU,52.67
11/19/2018,2018-11-19,VN,Depositors,2.00
11/19/2018,2018-11-19,BY,Depositors,1.00
11/19/2018,2018-11-19,EE,Depositors,1.00
11/19/2018,2018-11-19,AU,Depositors,1.00
11/19/2018,2018-11-19,US,Depositors,1.00
11/19/2018,2018-11-19,RU,Depositors,7.00
11/19/2018,2018-11-19,UA,Depositors,1.00
11/19/2018,2018-11-19,OM,Depositors,2.00
11/19/2018,2018-11-19,SG,Depositors,2.00
11/19/2018,2018-11-19,MX,Depositors,1.00
11/19/2018,2018-11-19,IT,Depositors,2.00
11/19/2018,2018-11-19,CH,Depositors,2.00
11/20/2018,2018-11-20,HR,Revenue,7.56
11/20/2018,2018-11-20,GE,Revenue,4.39
11/20/2018,2018-11-20,OM,Revenue,95.04
11/20/2018,2018-11-20,CH,Revenue,105.25
11/20/2018,2018-11-20,LT,Revenue,3.00
11/20/2018,2018-11-20,NZ,Revenue,7.35
11/20/2018,2018-11-20,IN,Revenue,47.52
11/20/2018,2018-11-20,DE,Revenue,107.11
11/20/2018,2018-11-20,HK,Revenue,66.62
11/20/2018,2018-11-20,SG,Revenue,19.10
11/20/2018,2018-11-20,RU,Revenue,90.95
11/20/2018,2018-11-20,BG,Revenue,18.73
11/20/2018,2018-11-20,GB,Revenue,3.02
11/20/2018,2018-11-20,IT,Revenue,26.08
11/20/2018,2018-11-20,HR,Deposits,1.00
11/20/2018,2018-11-20,GE,Deposits,1.00
11/20/2018,2018-11-20,OM,Deposits,1.00
11/20/2018,2018-11-20,CH,Deposits,2.00
11/20/2018,2018-11-20,LT,Deposits,1.00
11/20/2018,2018-11-20,NZ,Deposits,1.00
11/20/2018,2018-11-20,IN,Deposits,1.00
11/20/2018,2018-11-20,DE,Deposits,9.00
11/20/2018,2018-11-20,HK,Deposits,2.00
11/20/2018,2018-11-20,SG,Deposits,1.00
11/20/2018,2018-11-20,RU,Deposits,26.00
11/20/2018,2018-11-20,BG,Deposits,2.00
11/20/2018,2018-11-20,GB,Deposits,1.00
11/20/2018,2018-11-20,IT,Deposits,2.00
11/20/2018,2018-11-20,HR,ARPPU,7.56
11/20/2018,2018-11-20,GE,ARPPU,4.39
11/20/2018,2018-11-20,OM,ARPPU,95.04
11/20/2018,2018-11-20,CH,ARPPU,52.62
11/20/2018,2018-11-20,LT,ARPPU,3.00
11/20/2018,2018-11-20,NZ,ARPPU,7.35
11/20/2018,2018-11-20,IN,ARPPU,47.52
11/20/2018,2018-11-20,DE,ARPPU,21.42
11/20/2018,2018-11-20,HK,ARPPU,33.31
11/20/2018,2018-11-20,SG,ARPPU,19.10
11/20/2018,2018-11-20,RU,ARPPU,8.27
11/20/2018,2018-11-20,BG,ARPPU,9.37
11/20/2018,2018-11-20,GB,ARPPU,3.02
11/20/2018,2018-11-20,IT,ARPPU,26.08
11/20/2018,2018-11-20,HR,Depositors,1.00
11/20/2018,2018-11-20,GE,Depositors,1.00
11/20/2018,2018-11-20,OM,Depositors,1.00
11/20/2018,2018-11-20,CH,Depositors,2.00
11/20/2018,2018-11-20,LT,Depositors,1.00
11/20/2018,2018-11-20,NZ,Depositors,1.00
11/20/2018,2018-11-20,IN,Depositors,1.00
11/20/2018,2018-11-20,DE,Depositors,5.00
11/20/2018,2018-11-20,HK,Depositors,2.00
11/20/2018,2018-11-20,SG,Depositors,1.00
11/20/2018,2018-11-20,RU,Depositors,11.00
11/20/2018,2018-11-20,BG,Depositors,2.00
11/20/2018,2018-11-20,GB,Depositors,1.00
11/20/2018,2018-11-20,IT,Depositors,1.00
11/21/2018,2018-11-21,IN,Revenue,47.52
11/21/2018,2018-11-21,BG,Revenue,3.00
11/21/2018,2018-11-21,BY,Revenue,4.86
11/21/2018,2018-11-21,RU,Revenue,71.39
11/21/2018,2018-11-21,CH,Revenue,33.36
11/21/2018,2018-11-21,GE,Revenue,3.63
11/21/2018,2018-11-21,SE,Revenue,2.87
11/21/2018,2018-11-21,DE,Revenue,6.04
11/21/2018,2018-11-21,AR,Revenue,9.50
11/21/2018,2018-11-21,IT,Revenue,45.31
11/21/2018,2018-11-21,ID,Revenue,104.54
11/21/2018,2018-11-21,SK,Revenue,3.00
11/21/2018,2018-11-21,US,Revenue,19.56
11/21/2018,2018-11-21,UA,Revenue,2.26
11/21/2018,2018-11-21,LV,Revenue,5.35
11/21/2018,2018-11-21,HK,Revenue,19.10
11/21/2018,2018-11-21,GB,Revenue,3.00
11/21/2018,2018-11-21,IN,Deposits,1.00
11/21/2018,2018-11-21,BG,Deposits,1.00
11/21/2018,2018-11-21,BY,Deposits,3.00
11/21/2018,2018-11-21,RU,Deposits,29.00
11/21/2018,2018-11-21,CH,Deposits,3.00
11/21/2018,2018-11-21,GE,Deposits,1.00
11/21/2018,2018-11-21,SE,Deposits,1.00
11/21/2018,2018-11-21,DE,Deposits,2.00
11/21/2018,2018-11-21,AR,Deposits,1.00
11/21/2018,2018-11-21,IT,Deposits,6.00
11/21/2018,2018-11-21,ID,Deposits,3.00
11/21/2018,2018-11-21,SK,Deposits,1.00
11/21/2018,2018-11-21,US,Deposits,3.00
11/21/2018,2018-11-21,UA,Deposits,1.00
11/21/2018,2018-11-21,LV,Deposits,2.00
11/21/2018,2018-11-21,HK,Deposits,2.00
11/21/2018,2018-11-21,GB,Deposits,1.00
11/21/2018,2018-11-21,IN,ARPPU,47.52
11/21/2018,2018-11-21,BG,ARPPU,3.00
11/21/2018,2018-11-21,BY,ARPPU,2.43
11/21/2018,2018-11-21,RU,ARPPU,7.14
11/21/2018,2018-11-21,CH,ARPPU,11.12
11/21/2018,2018-11-21,GE,ARPPU,3.63
11/21/2018,2018-11-21,SE,ARPPU,2.87
11/21/2018,2018-11-21,DE,ARPPU,6.04
11/21/2018,2018-11-21,AR,ARPPU,9.50
11/21/2018,2018-11-21,IT,ARPPU,22.65
11/21/2018,2018-11-21,ID,ARPPU,104.54
11/21/2018,2018-11-21,SK,ARPPU,3.00
11/21/2018,2018-11-21,US,ARPPU,9.78
11/21/2018,2018-11-21,UA,ARPPU,2.26
11/21/2018,2018-11-21,LV,ARPPU,2.68
11/21/2018,2018-11-21,HK,ARPPU,19.10
11/21/2018,2018-11-21,GB,ARPPU,3.00
11/21/2018,2018-11-21,IN,Depositors,1.00
11/21/2018,2018-11-21,BG,Depositors,1.00
11/21/2018,2018-11-21,BY,Depositors,2.00
11/21/2018,2018-11-21,RU,Depositors,10.00
11/21/2018,2018-11-21,CH,Depositors,3.00
11/21/2018,2018-11-21,GE,Depositors,1.00
11/21/2018,2018-11-21,SE,Depositors,1.00
11/21/2018,2018-11-21,DE,Depositors,1.00
11/21/2018,2018-11-21,AR,Depositors,1.00
11/21/2018,2018-11-21,IT,Depositors,2.00
11/21/2018,2018-11-21,ID,Depositors,1.00
11/21/2018,2018-11-21,SK,Depositors,1.00
11/21/2018,2018-11-21,US,Depositors,2.00
11/21/2018,2018-11-21,UA,Depositors,1.00
11/21/2018,2018-11-21,LV,Depositors,2.00
11/21/2018,2018-11-21,HK,Depositors,1.00
11/21/2018,2018-11-21,GB,Depositors,1.00
11/22/2018,2018-11-22,BY,Revenue,5.57
11/22/2018,2018-11-22,RU,Revenue,59.51
11/22/2018,2018-11-22,NL,Revenue,5.52
11/22/2018,2018-11-22,AE,Revenue,90.33
11/22/2018,2018-11-22,MY,Revenue,19.10
11/22/2018,2018-11-22,AR,Revenue,9.55
11/22/2018,2018-11-22,IQ,Revenue,7.64
11/22/2018,2018-11-22,ID,Revenue,47.52
11/22/2018,2018-11-22,US,Revenue,23.60
11/22/2018,2018-11-22,HK,Revenue,104.59
11/22/2018,2018-11-22,HR,Revenue,10.59
