YearTestDraft,Year,Country Name,Indicator Name,Value
6/16/2018,2018-06-16,LV,Depositors,1.00
6/16/2018,2018-06-16,IN,Depositors,1.00
6/16/2018,2018-06-16,CH,Depositors,4.00
6/17/2018,2018-06-17,SG,Revenue,19.06
6/17/2018,2018-06-17,NG,Revenue,161.57
6/17/2018,2018-06-17,BG,Revenue,23.32
6/17/2018,2018-06-17,IQ,Revenue,7.64
6/17/2018,2018-06-17,AR,Revenue,119.31
6/17/2018,2018-06-17,IT,Revenue,19.84
6/17/2018,2018-06-17,IN,Revenue,95.04
6/17/2018,2018-06-17,OM,Revenue,226.57
6/17/2018,2018-06-17,DE,Revenue,124.34
6/17/2018,2018-06-17,CH,Revenue,207.95
6/17/2018,2018-06-17,RU,Revenue,71.85
6/17/2018,2018-06-17,LV,Revenue,11.83
6/17/2018,2018-06-17,BY,Revenue,6.65
6/17/2018,2018-06-17,US,Revenue,9.55
6/17/2018,2018-06-17,DK,Revenue,25.27
6/17/2018,2018-06-17,SG,Deposits,2.00
6/17/2018,2018-06-17,NG,Deposits,3.00
6/17/2018,2018-06-17,BG,Deposits,5.00
6/17/2018,2018-06-17,IQ,Deposits,1.00
6/17/2018,2018-06-17,AR,Deposits,5.00
6/17/2018,2018-06-17,IT,Deposits,1.00
6/17/2018,2018-06-17,IN,Deposits,1.00
6/17/2018,2018-06-17,OM,Deposits,11.00
6/17/2018,2018-06-17,DE,Deposits,8.00
6/17/2018,2018-06-17,CH,Deposits,3.00
6/17/2018,2018-06-17,RU,Deposits,23.00
6/17/2018,2018-06-17,LV,Deposits,4.00
6/17/2018,2018-06-17,BY,Deposits,3.00
6/17/2018,2018-06-17,US,Deposits,1.00
6/17/2018,2018-06-17,DK,Deposits,13.00
6/17/2018,2018-06-17,SG,ARPPU,19.06
6/17/2018,2018-06-17,NG,ARPPU,161.57
6/17/2018,2018-06-17,BG,ARPPU,11.66
6/17/2018,2018-06-17,IQ,ARPPU,7.64
6/17/2018,2018-06-17,AR,ARPPU,39.77
6/17/2018,2018-06-17,IT,ARPPU,19.84
6/17/2018,2018-06-17,IN,ARPPU,95.04
6/17/2018,2018-06-17,OM,ARPPU,56.64
6/17/2018,2018-06-17,DE,ARPPU,31.09
6/17/2018,2018-06-17,CH,ARPPU,103.97
6/17/2018,2018-06-17,RU,ARPPU,4.79
6/17/2018,2018-06-17,LV,ARPPU,5.91
6/17/2018,2018-06-17,BY,ARPPU,3.32
6/17/2018,2018-06-17,US,ARPPU,9.55
6/17/2018,2018-06-17,DK,ARPPU,4.21
6/17/2018,2018-06-17,SG,Depositors,1.00
6/17/2018,2018-06-17,NG,Depositors,1.00
6/17/2018,2018-06-17,BG,Depositors,2.00
6/17/2018,2018-06-17,IQ,Depositors,1.00
6/17/2018,2018-06-17,AR,Depositors,3.00
6/17/2018,2018-06-17,IT,Depositors,1.00
6/17/2018,2018-06-17,IN,Depositors,1.00
6/17/2018,2018-06-17,OM,Depositors,4.00
6/17/2018,2018-06-17,DE,Depositors,4.00
6/17/2018,2018-06-17,CH,Depositors,2.00
6/17/2018,2018-06-17,RU,Depositors,15.00
6/17/2018,2018-06-17,LV,Depositors,2.00
6/17/2018,2018-06-17,BY,Depositors,2.00
6/17/2018,2018-06-17,US,Depositors,1.00
6/17/2018,2018-06-17,DK,Depositors,6.00
6/18/2018,2018-06-18,AR,Revenue,211.68
6/18/2018,2018-06-18,IQ,Revenue,7.64
6/18/2018,2018-06-18,LT,Revenue,33.28
6/18/2018,2018-06-18,MY,Revenue,40.62
6/18/2018,2018-06-18,DE,Revenue,1.97
6/18/2018,2018-06-18,TR,Revenue,15.99
6/18/2018,2018-06-18,CH,Revenue,17.63
6/18/2018,2018-06-18,AE,Revenue,90.33
6/18/2018,2018-06-18,HR,Revenue,7.56
6/18/2018,2018-06-18,JO,Revenue,7.64
6/18/2018,2018-06-18,VN,Revenue,9.55
6/18/2018,2018-06-18,RU,Revenue,66.28
6/18/2018,2018-06-18,US,Revenue,10.39
6/18/2018,2018-06-18,IN,Revenue,9.50
6/18/2018,2018-06-18,AR,Deposits,11.00
6/18/2018,2018-06-18,IQ,Deposits,1.00
6/18/2018,2018-06-18,LT,Deposits,1.00
6/18/2018,2018-06-18,MY,Deposits,1.00
6/18/2018,2018-06-18,DE,Deposits,1.00
6/18/2018,2018-06-18,TR,Deposits,1.00
6/18/2018,2018-06-18,CH,Deposits,2.00
6/18/2018,2018-06-18,AE,Deposits,1.00
6/18/2018,2018-06-18,HR,Deposits,1.00
6/18/2018,2018-06-18,JO,Deposits,1.00
6/18/2018,2018-06-18,VN,Deposits,1.00
6/18/2018,2018-06-18,RU,Deposits,13.00
6/18/2018,2018-06-18,US,Deposits,2.00
6/18/2018,2018-06-18,IN,Deposits,1.00
6/18/2018,2018-06-18,AR,ARPPU,42.34
6/18/2018,2018-06-18,IQ,ARPPU,7.64
6/18/2018,2018-06-18,LT,ARPPU,33.28
6/18/2018,2018-06-18,MY,ARPPU,40.62
6/18/2018,2018-06-18,DE,ARPPU,1.97
6/18/2018,2018-06-18,TR,ARPPU,15.99
6/18/2018,2018-06-18,CH,ARPPU,17.63
6/18/2018,2018-06-18,AE,ARPPU,90.33
6/18/2018,2018-06-18,HR,ARPPU,7.56
6/18/2018,2018-06-18,JO,ARPPU,7.64
6/18/2018,2018-06-18,VN,ARPPU,9.55
6/18/2018,2018-06-18,RU,ARPPU,7.36
6/18/2018,2018-06-18,US,ARPPU,10.39
6/18/2018,2018-06-18,IN,ARPPU,9.50
6/18/2018,2018-06-18,AR,Depositors,5.00
6/18/2018,2018-06-18,IQ,Depositors,1.00
6/18/2018,2018-06-18,LT,Depositors,1.00
6/18/2018,2018-06-18,MY,Depositors,1.00
6/18/2018,2018-06-18,DE,Depositors,1.00
6/18/2018,2018-06-18,TR,Depositors,1.00
6/18/2018,2018-06-18,CH,Depositors,1.00
6/18/2018,2018-06-18,AE,Depositors,1.00
6/18/2018,2018-06-18,HR,Depositors,1.00
6/18/2018,2018-06-18,JO,Depositors,1.00
6/18/2018,2018-06-18,VN,Depositors,1.00
6/18/2018,2018-06-18,RU,Depositors,9.00
6/18/2018,2018-06-18,US,Depositors,1.00
6/18/2018,2018-06-18,IN,Depositors,1.00
6/19/2018,2018-06-19,CZ,Revenue,15.65
6/19/2018,2018-06-19,AR,Revenue,78.82
6/19/2018,2018-06-19,MY,Revenue,9.55
6/19/2018,2018-06-19,BG,Revenue,7.89
6/19/2018,2018-06-19,SG,Revenue,38.21
6/19/2018,2018-06-19,CH,Revenue,130.35
6/19/2018,2018-06-19,US,Revenue,8.98
6/19/2018,2018-06-19,BY,Revenue,10.97
6/19/2018,2018-06-19,LV,Revenue,6.20
6/19/2018,2018-06-19,RU,Revenue,58.48
6/19/2018,2018-06-19,CZ,Deposits,2.00
6/19/2018,2018-06-19,AR,Deposits,5.00
6/19/2018,2018-06-19,MY,Deposits,1.00
6/19/2018,2018-06-19,BG,Deposits,1.00
6/19/2018,2018-06-19,SG,Deposits,4.00
6/19/2018,2018-06-19,CH,Deposits,5.00
6/19/2018,2018-06-19,US,Deposits,3.00
6/19/2018,2018-06-19,BY,Deposits,3.00
6/19/2018,2018-06-19,LV,Deposits,2.00
6/19/2018,2018-06-19,RU,Deposits,10.00
6/19/2018,2018-06-19,CZ,ARPPU,15.65
6/19/2018,2018-06-19,AR,ARPPU,26.27
6/19/2018,2018-06-19,MY,ARPPU,9.55
6/19/2018,2018-06-19,BG,ARPPU,7.89
6/19/2018,2018-06-19,SG,ARPPU,19.10
6/19/2018,2018-06-19,CH,ARPPU,32.59
6/19/2018,2018-06-19,US,ARPPU,4.49
6/19/2018,2018-06-19,BY,ARPPU,10.97
6/19/2018,2018-06-19,LV,ARPPU,3.10
6/19/2018,2018-06-19,RU,ARPPU,9.75
6/19/2018,2018-06-19,CZ,Depositors,1.00
6/19/2018,2018-06-19,AR,Depositors,3.00
6/19/2018,2018-06-19,MY,Depositors,1.00
6/19/2018,2018-06-19,BG,Depositors,1.00
6/19/2018,2018-06-19,SG,Depositors,2.00
6/19/2018,2018-06-19,CH,Depositors,4.00
6/19/2018,2018-06-19,US,Depositors,2.00
6/19/2018,2018-06-19,BY,Depositors,1.00
6/19/2018,2018-06-19,LV,Depositors,2.00
6/19/2018,2018-06-19,RU,Depositors,6.00
6/20/2018,2018-06-20,VN,Revenue,95.04
6/20/2018,2018-06-20,RU,Revenue,32.14
6/20/2018,2018-06-20,TR,Revenue,8.03
6/20/2018,2018-06-20,AE,Revenue,180.65
6/20/2018,2018-06-20,AR,Revenue,58.63
6/20/2018,2018-06-20,SG,Revenue,95.04
6/20/2018,2018-06-20,BG,Revenue,7.85
6/20/2018,2018-06-20,CH,Revenue,197.34
6/20/2018,2018-06-20,LV,Revenue,6.16
6/20/2018,2018-06-20,BY,Revenue,5.07
6/20/2018,2018-06-20,OM,Revenue,95.04
6/20/2018,2018-06-20,US,Revenue,5.16
6/20/2018,2018-06-20,DE,Revenue,8.26
6/20/2018,2018-06-20,VN,Deposits,1.00
6/20/2018,2018-06-20,RU,Deposits,11.00
6/20/2018,2018-06-20,TR,Deposits,1.00
6/20/2018,2018-06-20,AE,Deposits,2.00
6/20/2018,2018-06-20,AR,Deposits,8.00
6/20/2018,2018-06-20,SG,Deposits,1.00
6/20/2018,2018-06-20,BG,Deposits,1.00
6/20/2018,2018-06-20,CH,Deposits,5.00
6/20/2018,2018-06-20,LV,Deposits,2.00
6/20/2018,2018-06-20,BY,Deposits,2.00
6/20/2018,2018-06-20,OM,Deposits,1.00
6/20/2018,2018-06-20,US,Deposits,1.00
6/20/2018,2018-06-20,DE,Deposits,3.00
6/20/2018,2018-06-20,VN,ARPPU,95.04
6/20/2018,2018-06-20,RU,ARPPU,3.57
6/20/2018,2018-06-20,TR,ARPPU,8.03
6/20/2018,2018-06-20,AE,ARPPU,180.65
6/20/2018,2018-06-20,AR,ARPPU,19.54
6/20/2018,2018-06-20,SG,ARPPU,95.04
6/20/2018,2018-06-20,BG,ARPPU,7.85
6/20/2018,2018-06-20,CH,ARPPU,49.33
6/20/2018,2018-06-20,LV,ARPPU,3.08
6/20/2018,2018-06-20,BY,ARPPU,5.07
6/20/2018,2018-06-20,OM,ARPPU,95.04
6/20/2018,2018-06-20,US,ARPPU,5.16
6/20/2018,2018-06-20,DE,ARPPU,8.26
6/20/2018,2018-06-20,VN,Depositors,1.00
6/20/2018,2018-06-20,RU,Depositors,9.00
6/20/2018,2018-06-20,TR,Depositors,1.00
6/20/2018,2018-06-20,AE,Depositors,1.00
6/20/2018,2018-06-20,AR,Depositors,3.00
6/20/2018,2018-06-20,SG,Depositors,1.00
6/20/2018,2018-06-20,BG,Depositors,1.00
6/20/2018,2018-06-20,CH,Depositors,4.00
6/20/2018,2018-06-20,LV,Depositors,2.00
6/20/2018,2018-06-20,BY,Depositors,1.00
6/20/2018,2018-06-20,OM,Depositors,1.00
6/20/2018,2018-06-20,US,Depositors,1.00
6/20/2018,2018-06-20,DE,Depositors,1.00
6/21/2018,2018-06-21,HR,Revenue,7.56
6/21/2018,2018-06-21,VN,Revenue,76.03
6/21/2018,2018-06-21,OM,Revenue,76.03
6/21/2018,2018-06-21,RU,Revenue,9.11
6/21/2018,2018-06-21,CH,Revenue,112.76
6/21/2018,2018-06-21,US,Revenue,21.32
6/21/2018,2018-06-21,AE,Revenue,180.65
6/21/2018,2018-06-21,DE,Revenue,32.53
6/21/2018,2018-06-21,AR,Revenue,89.67
6/21/2018,2018-06-21,HR,Deposits,1.00
6/21/2018,2018-06-21,VN,Deposits,1.00
6/21/2018,2018-06-21,OM,Deposits,1.00
6/21/2018,2018-06-21,RU,Deposits,4.00
6/21/2018,2018-06-21,CH,Deposits,4.00
6/21/2018,2018-06-21,US,Deposits,3.00
6/21/2018,2018-06-21,AE,Deposits,2.00
6/21/2018,2018-06-21,DE,Deposits,5.00
6/21/2018,2018-06-21,AR,Deposits,6.00
6/21/2018,2018-06-21,HR,ARPPU,7.56
6/21/2018,2018-06-21,VN,ARPPU,76.03
6/21/2018,2018-06-21,OM,ARPPU,76.03
6/21/2018,2018-06-21,RU,ARPPU,2.28
6/21/2018,2018-06-21,CH,ARPPU,28.19
6/21/2018,2018-06-21,US,ARPPU,7.11
6/21/2018,2018-06-21,AE,ARPPU,180.65
6/21/2018,2018-06-21,DE,ARPPU,16.26
6/21/2018,2018-06-21,AR,ARPPU,17.93
6/21/2018,2018-06-21,HR,Depositors,1.00
6/21/2018,2018-06-21,VN,Depositors,1.00
6/21/2018,2018-06-21,OM,Depositors,1.00
6/21/2018,2018-06-21,RU,Depositors,4.00
6/21/2018,2018-06-21,CH,Depositors,4.00
6/21/2018,2018-06-21,US,Depositors,3.00
6/21/2018,2018-06-21,AE,Depositors,1.00
6/21/2018,2018-06-21,DE,Depositors,2.00
6/21/2018,2018-06-21,AR,Depositors,5.00
6/22/2018,2018-06-22,NZ,Revenue,66.92
6/22/2018,2018-06-22,BY,Revenue,6.67
6/22/2018,2018-06-22,CH,Revenue,13.20
6/22/2018,2018-06-22,VN,Revenue,47.52
6/22/2018,2018-06-22,RU,Revenue,36.60
6/22/2018,2018-06-22,AE,Revenue,162.59
6/22/2018,2018-06-22,AR,Revenue,237.53
6/22/2018,2018-06-22,DE,Revenue,28.30
6/22/2018,2018-06-22,PH,Revenue,9.50
6/22/2018,2018-06-22,IL,Revenue,9.50
6/22/2018,2018-06-22,US,Revenue,5.15
6/22/2018,2018-06-22,OM,Revenue,9.50
6/22/2018,2018-06-22,AU,Revenue,133.84
6/22/2018,2018-06-22,NZ,Deposits,2.00
6/22/2018,2018-06-22,BY,Deposits,2.00
6/22/2018,2018-06-22,CH,Deposits,2.00
6/22/2018,2018-06-22,VN,Deposits,1.00
6/22/2018,2018-06-22,RU,Deposits,6.00
6/22/2018,2018-06-22,AE,Deposits,2.00
6/22/2018,2018-06-22,AR,Deposits,11.00
6/22/2018,2018-06-22,DE,Deposits,3.00
6/22/2018,2018-06-22,PH,Deposits,1.00
6/22/2018,2018-06-22,IL,Deposits,1.00
6/22/2018,2018-06-22,US,Deposits,1.00
6/22/2018,2018-06-22,OM,Deposits,1.00
6/22/2018,2018-06-22,AU,Deposits,2.00
6/22/2018,2018-06-22,NZ,ARPPU,66.92
6/22/2018,2018-06-22,BY,ARPPU,6.67
6/22/2018,2018-06-22,CH,ARPPU,6.60
6/22/2018,2018-06-22,VN,ARPPU,47.52
6/22/2018,2018-06-22,RU,ARPPU,7.32
6/22/2018,2018-06-22,AE,ARPPU,162.59
6/22/2018,2018-06-22,AR,ARPPU,39.59
6/22/2018,2018-06-22,DE,ARPPU,28.30
6/22/2018,2018-06-22,PH,ARPPU,9.50
6/22/2018,2018-06-22,IL,ARPPU,9.50
6/22/2018,2018-06-22,US,ARPPU,5.15
6/22/2018,2018-06-22,OM,ARPPU,9.50
6/22/2018,2018-06-22,AU,ARPPU,133.84
6/22/2018,2018-06-22,NZ,Depositors,1.00
6/22/2018,2018-06-22,BY,Depositors,1.00
6/22/2018,2018-06-22,CH,Depositors,2.00
6/22/2018,2018-06-22,VN,Depositors,1.00
6/22/2018,2018-06-22,RU,Depositors,5.00
6/22/2018,2018-06-22,AE,Depositors,1.00
6/22/2018,2018-06-22,AR,Depositors,6.00
6/22/2018,2018-06-22,DE,Depositors,1.00
6/22/2018,2018-06-22,PH,Depositors,1.00
6/22/2018,2018-06-22,IL,Depositors,1.00
6/22/2018,2018-06-22,US,Depositors,1.00
6/22/2018,2018-06-22,OM,Depositors,1.00
6/22/2018,2018-06-22,AU,Depositors,1.00
6/23/2018,2018-06-23,CH,Revenue,96.48
6/23/2018,2018-06-23,NZ,Revenue,240.05
6/23/2018,2018-06-23,LV,Revenue,3.12
6/23/2018,2018-06-23,US,Revenue,9.50
6/23/2018,2018-06-23,AR,Revenue,28.80
6/23/2018,2018-06-23,RU,Revenue,44.23
6/23/2018,2018-06-23,DE,Revenue,40.27
6/23/2018,2018-06-23,BY,Revenue,11.01
6/23/2018,2018-06-23,CH,Deposits,2.00
6/23/2018,2018-06-23,NZ,Deposits,5.00
6/23/2018,2018-06-23,LV,Deposits,1.00
6/23/2018,2018-06-23,US,Deposits,1.00
6/23/2018,2018-06-23,AR,Deposits,2.00
6/23/2018,2018-06-23,RU,Deposits,7.00
6/23/2018,2018-06-23,DE,Deposits,5.00
6/23/2018,2018-06-23,BY,Deposits,3.00
6/23/2018,2018-06-23,CH,ARPPU,96.48
6/23/2018,2018-06-23,NZ,ARPPU,120.02
6/23/2018,2018-06-23,LV,ARPPU,3.12
6/23/2018,2018-06-23,US,ARPPU,9.50
6/23/2018,2018-06-23,AR,ARPPU,14.40
6/23/2018,2018-06-23,RU,ARPPU,14.74
6/23/2018,2018-06-23,DE,ARPPU,40.27
6/23/2018,2018-06-23,BY,ARPPU,5.50
6/23/2018,2018-06-23,CH,Depositors,1.00
6/23/2018,2018-06-23,NZ,Depositors,2.00
6/23/2018,2018-06-23,LV,Depositors,1.00
6/23/2018,2018-06-23,US,Depositors,1.00
6/23/2018,2018-06-23,AR,Depositors,2.00
6/23/2018,2018-06-23,RU,Depositors,3.00
6/23/2018,2018-06-23,DE,Depositors,1.00
6/23/2018,2018-06-23,BY,Depositors,2.00
6/24/2018,2018-06-24,JO,Revenue,7.64
6/24/2018,2018-06-24,DE,Revenue,12.70
6/24/2018,2018-06-24,RU,Revenue,62.56
6/24/2018,2018-06-24,EE,Revenue,6.76
6/24/2018,2018-06-24,CH,Revenue,269.16
6/24/2018,2018-06-24,NG,Revenue,76.03
6/24/2018,2018-06-24,SG,Revenue,9.50
6/24/2018,2018-06-24,HR,Revenue,7.56
6/24/2018,2018-06-24,NZ,Revenue,225.05
6/24/2018,2018-06-24,IN,Revenue,190.08
6/24/2018,2018-06-24,US,Revenue,13.34
6/24/2018,2018-06-24,ID,Revenue,70.68
6/24/2018,2018-06-24,BY,Revenue,14.16
6/24/2018,2018-06-24,VN,Revenue,9.55
6/24/2018,2018-06-24,JO,Deposits,1.00
6/24/2018,2018-06-24,DE,Deposits,4.00
6/24/2018,2018-06-24,RU,Deposits,13.00
6/24/2018,2018-06-24,EE,Deposits,1.00
6/24/2018,2018-06-24,CH,Deposits,4.00
6/24/2018,2018-06-24,NG,Deposits,1.00
6/24/2018,2018-06-24,SG,Deposits,1.00
6/24/2018,2018-06-24,HR,Deposits,1.00
6/24/2018,2018-06-24,NZ,Deposits,3.00
6/24/2018,2018-06-24,IN,Deposits,2.00
6/24/2018,2018-06-24,US,Deposits,2.00
6/24/2018,2018-06-24,ID,Deposits,7.00
6/24/2018,2018-06-24,BY,Deposits,6.00
6/24/2018,2018-06-24,VN,Deposits,1.00
6/24/2018,2018-06-24,JO,ARPPU,7.64
6/24/2018,2018-06-24,DE,ARPPU,6.35
6/24/2018,2018-06-24,RU,ARPPU,12.51
6/24/2018,2018-06-24,EE,ARPPU,6.76
6/24/2018,2018-06-24,CH,ARPPU,134.58
6/24/2018,2018-06-24,NG,ARPPU,76.03
6/24/2018,2018-06-24,SG,ARPPU,9.50
6/24/2018,2018-06-24,HR,ARPPU,7.56
6/24/2018,2018-06-24,NZ,ARPPU,112.52
6/24/2018,2018-06-24,IN,ARPPU,190.08
6/24/2018,2018-06-24,US,ARPPU,6.67
6/24/2018,2018-06-24,ID,ARPPU,70.68
6/24/2018,2018-06-24,BY,ARPPU,7.08
6/24/2018,2018-06-24,VN,ARPPU,9.55
6/24/2018,2018-06-24,JO,Depositors,1.00
6/24/2018,2018-06-24,DE,Depositors,2.00
6/24/2018,2018-06-24,RU,Depositors,5.00
6/24/2018,2018-06-24,EE,Depositors,1.00
6/24/2018,2018-06-24,CH,Depositors,2.00
6/24/2018,2018-06-24,NG,Depositors,1.00
6/24/2018,2018-06-24,SG,Depositors,1.00
6/24/2018,2018-06-24,HR,Depositors,1.00
6/24/2018,2018-06-24,NZ,Depositors,2.00
6/24/2018,2018-06-24,IN,Depositors,1.00
6/24/2018,2018-06-24,US,Depositors,2.00
6/24/2018,2018-06-24,ID,Depositors,1.00
6/24/2018,2018-06-24,BY,Depositors,2.00
6/24/2018,2018-06-24,VN,Depositors,1.00
6/25/2018,2018-06-25,IL,Revenue,95.04
6/25/2018,2018-06-25,DE,Revenue,15.06
6/25/2018,2018-06-25,KR,Revenue,7.64
6/25/2018,2018-06-25,LV,Revenue,3.12
6/25/2018,2018-06-25,AR,Revenue,2.84
6/25/2018,2018-06-25,MY,Revenue,9.55
6/25/2018,2018-06-25,RU,Revenue,51.03
6/25/2018,2018-06-25,BY,Revenue,5.90
6/25/2018,2018-06-25,AU,Revenue,37.49
6/25/2018,2018-06-25,IN,Revenue,9.50
6/25/2018,2018-06-25,CH,Revenue,122.60
6/25/2018,2018-06-25,NG,Revenue,152.06
6/25/2018,2018-06-25,US,Revenue,14.71
6/25/2018,2018-06-25,IL,Deposits,1.00
6/25/2018,2018-06-25,DE,Deposits,4.00
6/25/2018,2018-06-25,KR,Deposits,1.00
6/25/2018,2018-06-25,LV,Deposits,1.00
6/25/2018,2018-06-25,AR,Deposits,1.00
6/25/2018,2018-06-25,MY,Deposits,1.00
6/25/2018,2018-06-25,RU,Deposits,19.00
6/25/2018,2018-06-25,BY,Deposits,3.00
6/25/2018,2018-06-25,AU,Deposits,1.00
6/25/2018,2018-06-25,IN,Deposits,1.00
6/25/2018,2018-06-25,CH,Deposits,10.00
6/25/2018,2018-06-25,NG,Deposits,3.00
6/25/2018,2018-06-25,US,Deposits,2.00
6/25/2018,2018-06-25,IL,ARPPU,95.04
6/25/2018,2018-06-25,DE,ARPPU,5.02
6/25/2018,2018-06-25,KR,ARPPU,7.64
6/25/2018,2018-06-25,LV,ARPPU,3.12
6/25/2018,2018-06-25,AR,ARPPU,2.84
6/25/2018,2018-06-25,MY,ARPPU,9.55
6/25/2018,2018-06-25,RU,ARPPU,3.40
6/25/2018,2018-06-25,BY,ARPPU,5.90
6/25/2018,2018-06-25,AU,ARPPU,37.49
6/25/2018,2018-06-25,IN,ARPPU,9.50
6/25/2018,2018-06-25,CH,ARPPU,24.52
6/25/2018,2018-06-25,NG,ARPPU,152.06
6/25/2018,2018-06-25,US,ARPPU,7.36
6/25/2018,2018-06-25,IL,Depositors,1.00
6/25/2018,2018-06-25,DE,Depositors,3.00
6/25/2018,2018-06-25,KR,Depositors,1.00
6/25/2018,2018-06-25,LV,Depositors,1.00
6/25/2018,2018-06-25,AR,Depositors,1.00
6/25/2018,2018-06-25,MY,Depositors,1.00
6/25/2018,2018-06-25,RU,Depositors,15.00
6/25/2018,2018-06-25,BY,Depositors,1.00
6/25/2018,2018-06-25,AU,Depositors,1.00
6/25/2018,2018-06-25,IN,Depositors,1.00
6/25/2018,2018-06-25,CH,Depositors,5.00
6/25/2018,2018-06-25,NG,Depositors,1.00
6/25/2018,2018-06-25,US,Depositors,2.00
6/26/2018,2018-06-26,AR,Revenue,63.08
6/26/2018,2018-06-26,BY,Revenue,14.84
6/26/2018,2018-06-26,AU,Revenue,186.71
6/26/2018,2018-06-26,VN,Revenue,9.55
6/26/2018,2018-06-26,DE,Revenue,3.98
6/26/2018,2018-06-26,MY,Revenue,41.00
6/26/2018,2018-06-26,RU,Revenue,56.68
6/26/2018,2018-06-26,JO,Revenue,9.55
6/26/2018,2018-06-26,CH,Revenue,87.71
6/26/2018,2018-06-26,US,Revenue,21.55
6/26/2018,2018-06-26,AR,Deposits,5.00
6/26/2018,2018-06-26,BY,Deposits,7.00
6/26/2018,2018-06-26,AU,Deposits,3.00
6/26/2018,2018-06-26,VN,Deposits,1.00
6/26/2018,2018-06-26,DE,Deposits,2.00
6/26/2018,2018-06-26,MY,Deposits,1.00
6/26/2018,2018-06-26,RU,Deposits,21.00
6/26/2018,2018-06-26,JO,Deposits,1.00
6/26/2018,2018-06-26,CH,Deposits,1.00
6/26/2018,2018-06-26,US,Deposits,3.00
6/26/2018,2018-06-26,AR,ARPPU,21.03
6/26/2018,2018-06-26,BY,ARPPU,4.95
6/26/2018,2018-06-26,AU,ARPPU,62.24
6/26/2018,2018-06-26,VN,ARPPU,9.55
6/26/2018,2018-06-26,DE,ARPPU,1.99
6/26/2018,2018-06-26,MY,ARPPU,41.00
6/26/2018,2018-06-26,RU,ARPPU,6.30
6/26/2018,2018-06-26,JO,ARPPU,9.55
6/26/2018,2018-06-26,CH,ARPPU,87.71
6/26/2018,2018-06-26,US,ARPPU,7.18
6/26/2018,2018-06-26,AR,Depositors,3.00
6/26/2018,2018-06-26,BY,Depositors,3.00
6/26/2018,2018-06-26,AU,Depositors,3.00
6/26/2018,2018-06-26,VN,Depositors,1.00
6/26/2018,2018-06-26,DE,Depositors,2.00
6/26/2018,2018-06-26,MY,Depositors,1.00
6/26/2018,2018-06-26,RU,Depositors,9.00
6/26/2018,2018-06-26,JO,Depositors,1.00
6/26/2018,2018-06-26,CH,Depositors,1.00
6/26/2018,2018-06-26,US,Depositors,3.00
6/27/2018,2018-06-27,CH,Revenue,175.41
6/27/2018,2018-06-27,AU,Revenue,74.51
6/27/2018,2018-06-27,DE,Revenue,37.85
6/27/2018,2018-06-27,BY,Revenue,9.44
6/27/2018,2018-06-27,AR,Revenue,215.36
6/27/2018,2018-06-27,RO,Revenue,15.79
6/27/2018,2018-06-27,US,Revenue,5.15
6/27/2018,2018-06-27,RU,Revenue,79.48
6/27/2018,2018-06-27,CH,Deposits,2.00
6/27/2018,2018-06-27,AU,Deposits,1.00
6/27/2018,2018-06-27,DE,Deposits,4.00
6/27/2018,2018-06-27,BY,Deposits,2.00
6/27/2018,2018-06-27,AR,Deposits,9.00
6/27/2018,2018-06-27,RO,Deposits,2.00
6/27/2018,2018-06-27,US,Deposits,1.00
6/27/2018,2018-06-27,RU,Deposits,16.00
6/27/2018,2018-06-27,CH,ARPPU,175.41
6/27/2018,2018-06-27,AU,ARPPU,74.51
6/27/2018,2018-06-27,DE,ARPPU,18.93
6/27/2018,2018-06-27,BY,ARPPU,9.44
6/27/2018,2018-06-27,AR,ARPPU,71.79
6/27/2018,2018-06-27,RO,ARPPU,15.79
6/27/2018,2018-06-27,US,ARPPU,5.15
6/27/2018,2018-06-27,RU,ARPPU,7.95
6/27/2018,2018-06-27,CH,Depositors,1.00
6/27/2018,2018-06-27,AU,Depositors,1.00
6/27/2018,2018-06-27,DE,Depositors,2.00
6/27/2018,2018-06-27,BY,Depositors,1.00
6/27/2018,2018-06-27,AR,Depositors,3.00
6/27/2018,2018-06-27,RO,Depositors,1.00
6/27/2018,2018-06-27,US,Depositors,1.00
6/27/2018,2018-06-27,RU,Depositors,10.00
6/28/2018,2018-06-28,AR,Revenue,84.94
6/28/2018,2018-06-28,NZ,Revenue,74.00
6/28/2018,2018-06-28,RU,Revenue,7.98
6/28/2018,2018-06-28,BG,Revenue,0.38
6/28/2018,2018-06-28,BY,Revenue,5.03
6/28/2018,2018-06-28,AU,Revenue,81.40
6/28/2018,2018-06-28,AR,Deposits,4.00
6/28/2018,2018-06-28,NZ,Deposits,1.00
6/28/2018,2018-06-28,RU,Deposits,2.00
6/28/2018,2018-06-28,BG,Deposits,1.00
6/28/2018,2018-06-28,BY,Deposits,2.00
6/28/2018,2018-06-28,AU,Deposits,2.00
6/28/2018,2018-06-28,AR,ARPPU,42.47
6/28/2018,2018-06-28,NZ,ARPPU,74.00
6/28/2018,2018-06-28,RU,ARPPU,3.99
6/28/2018,2018-06-28,BG,ARPPU,0.38
6/28/2018,2018-06-28,BY,ARPPU,5.03
6/28/2018,2018-06-28,AU,ARPPU,81.40
6/28/2018,2018-06-28,AR,Depositors,2.00
6/28/2018,2018-06-28,NZ,Depositors,1.00
6/28/2018,2018-06-28,RU,Depositors,2.00
